"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173" "V174" "V175" "V176" "V177" "V178" "V179" "V180" "V181" "V182" "V183" "V184" "V185" "V186" "V187" "V188" "V189" "V190" "V191" "V192" "V193" "V194" "V195" "V196" "V197" "V198" "V199" "V200" "V201" "V202" "V203" "V204" "V205" "V206" "V207" "V208" "V209" "V210" "V211" "V212" "V213" "V214" "V215" "V216" "V217" "V218" "V219" "V220" "V221" "V222" "V223" "V224" "V225" "V226" "V227" "V228" "V229" "V230" "V231" "V232" "V233" "V234" "V235" "V236" "V237" "V238" "V239" "V240" "V241" "V242" "V243" "V244" "V245" "V246" "V247" "V248" "V249" "V250" "V251" "V252" "V253" "V254" "V255" "V256"
"215" -1 -1 -1 -1 -1 -1 -0.959 0.633 0.455 -0.942 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.997 0.773 1 -0.53 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.816 0.974 0.913 -0.868 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.593 1 0.889 -0.947 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.535 1 0.963 -0.888 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.551 1 0.897 -0.982 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.566 1 0.816 -0.989 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.582 1 0.696 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.583 1 0.813 -0.999 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.569 1 0.712 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.481 1 0.727 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.614 1 0.796 -0.994 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.63 1 0.742 -0.999 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.866 0.986 0.855 -0.978 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.995 0.761 0.967 -0.855 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.201 0.833 -0.929 -1 -1 -1 -1 -1 -1
"216" -1 -1 -1 -1 -1 -1 -0.951 0.718 -0.025 -0.913 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.77 0.971 1 0.096 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.637 1 1 0.727 -0.995 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.291 0.998 1 0.527 -0.994 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.16 1 1 0.691 -0.994 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.994 0.57 1 1 0.498 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.594 1 1 0.227 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.989 0.637 1 1 0.028 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.592 1 1 -0.207 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.428 1 1 -0.333 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.301 1 1 -0.206 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.499 1 1 0.031 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.027 1 1 0.231 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.699 0.999 1 0.033 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.988 0.762 1 0.16 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.268 0.934 -0.256 -1 -1 -1 -1 -1 -1
"217" -1 -1 -1 -1 -1 -1 -0.945 0.043 0.983 -0.621 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.323 1 1 0.375 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.85 0.853 1 1 0.518 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.654 0.973 1 1 -0.208 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.397 1 1 0.987 -0.748 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.435 1 1 1 -0.691 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.028 1 1 0.997 -0.605 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.124 1 1 0.709 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.034 1 1 0.805 -0.98 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.159 1 1 0.667 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.097 1 1 0.741 -0.991 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.276 1 1 0.994 -0.543 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.053 1 1 1 0.915 0.003 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.535 0.987 1 1 1 0.171 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.961 0.795 1 0.972 0.66 -0.677 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.328 0.637 -0.253 -1 -1 -1 -1 -1 -1 -1
"218" -1 -1 -1 -1 -1 -1 -1 0.406 0.585 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.891 0.877 -0.992 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.978 0.864 0.792 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.999 0.953 0.626 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.74 0.84 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.66 0.723 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.759 0.729 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.545 0.587 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.331 0.801 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.473 1 -0.985 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.369 0.597 -0.993 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.584 0.548 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.499 0.762 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.603 0.89 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.727 0.461 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.525 -0.036 -1 -1 -1 -1 -1 -1 -1
"219" -1 -1 -1 -1 -1 -1 -1 0.219 0.148 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.984 0.945 0.079 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.996 0.774 -0.158 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.934 0.949 -0.143 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.911 0.994 -0.18 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.784 1 -0.123 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.768 1 -0.276 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.867 1 -0.261 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.704 1 -0.172 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.885 0.997 -0.494 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.65 1 -0.394 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.623 1 -0.505 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.838 1 -0.627 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.706 1 -0.443 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.941 0.988 0.571 -0.768 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.296 0.34 -0.964 -1 -1 -1 -1 -1 -1
"220" -1 -1 -1 -1 -1 -1 -0.734 0.788 -0.674 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.326 1 0.169 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.206 1 0.842 -0.759 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.509 1 1 -0.201 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.664 1 1 0.218 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.586 1 1 0.272 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.706 0.999 1 0.392 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.497 1 1 0.05 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.453 1 1 0.271 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.022 1 1 -0.204 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.166 1 0.997 -0.675 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.244 1 1 -0.624 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.287 1 0.961 -0.893 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.365 1 0.995 -0.344 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.179 1 1 0.168 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.693 0.892 0.711 -0.679 -1 -1 -1 -1 -1 -1
"221" -1 -1 -1 -1 -1 -1 -0.938 0.791 -0.898 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.783 1 -0.201 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.986 0.812 0.332 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.481 0.511 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.29 0.956 -0.948 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.44 0.717 -0.835 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.579 0.602 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.517 0.593 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.373 0.643 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.665 0.705 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.768 0.554 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.967 0.885 0.522 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.939 0.972 0.312 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.918 0.984 0.068 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.9 0.987 0.224 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.341 0.262 -1 -1 -1 -1 -1 -1 -1
"222" -1 -1 -1 -1 -1 -1 -1 -0.323 0.216 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.297 0.482 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.688 0.775 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.744 0.88 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.813 0.811 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.627 0.675 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.414 0.847 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.39 0.791 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.66 0.883 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.636 0.908 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.382 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.519 0.944 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.266 0.996 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.241 0.779 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.471 0.669 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.733 -0.156 -1 -1 -1 -1 -1 -1 -1
"223" -1 -1 -1 -1 -1 -1 -0.871 0.84 0.081 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.901 1 0.457 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.408 1 0.937 -0.741 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.436 1 0.772 -0.927 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.558 1 0.877 -0.783 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.207 1 0.979 -0.794 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.093 1 1 -0.929 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.216 1 1 -0.807 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.007 1 0.684 -0.953 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.25 1 0.728 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.127 1 0.361 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.699 1 0.263 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.592 1 0.499 -0.829 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.469 1 1 0.531 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.347 1 1 0.416 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.45 0.662 0.926 -0.715 -1 -1 -1 -1 -1 -1
"224" -1 -1 -1 -1 -1 -1 -0.885 0.855 -0.227 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.559 1 0.434 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.199 1 0.792 -0.893 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.737 1 0.773 -0.902 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.821 1 0.968 -0.804 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.818 1 1 -0.569 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.949 0.68 1 -0.166 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.561 1 -0.169 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.898 0.794 1 -0.172 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.806 1 1 -0.347 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.803 1 1 -0.805 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.8 1 1 -0.808 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.317 1 1 -0.811 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.166 1 0.913 -0.85 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.52 1 0.555 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.855 0.87 0.355 -1 -1 -1 -1 -1 -1 -1
"225" -1 -1 -1 -1 -1 -1 -0.789 0.783 -0.845 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.851 0.894 -0.088 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.267 0.159 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.052 0.532 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.179 0.708 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.142 0.846 -0.986 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.151 0.986 -0.903 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.24 1 -0.623 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.384 1 -0.542 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.41 1 -0.517 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.238 1 -0.562 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.132 0.997 -0.803 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.43 0.913 -0.945 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.953 0.832 0.487 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.703 0.998 -0.017 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.714 0.78 -0.688 -1 -1 -1 -1 -1 -1 -1
"226" -1 -1 -1 -1 -1 -1 -0.994 0.751 0.304 -0.904 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.738 0.99 1 -0.298 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.441 1 1 -0.344 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.149 1 1 0.06 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.089 1 1 0.159 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.029 1 1 0.388 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.031 1 1 0.328 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.091 1 1 0.036 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.081 1 1 0.208 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.02 1 1 -0.084 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.344 1 1 -0.144 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.491 1 1 -0.262 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.392 1 1 -0.481 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.041 1 1 -0.483 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.647 1 1 0.528 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.998 0.049 0.951 -0.179 -1 -1 -1 -1 -1 -1
"227" -1 -1 -1 -1 -1 -1 -0.877 0.697 0.117 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.497 1 1 -0.768 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.551 1 1 -0.307 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.522 1 1 -0.335 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.657 1 1 -0.2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.628 1 1 -0.392 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.436 1 1 -0.421 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.245 1 1 -0.613 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.216 1 1 -0.641 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.351 1 1 -0.506 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.404 1 1 -0.616 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.539 1 1 -0.318 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.592 1 1 -0.347 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.563 1 1 -0.539 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.535 1 0.999 -0.73 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.872 0.549 0.721 -0.971 -1 -1 -1 -1 -1 -1
"228" -1 -1 -1 -1 -1 -1 -1 -0.197 0.555 -0.866 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.971 0.818 1 -0.491 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.933 0.93 1 -0.735 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.682 0.999 0.99 -0.818 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.571 1 1 -0.463 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.631 1 1 -0.708 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.386 1 1 -0.344 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.446 1 1 -0.588 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.259 1 1 -0.681 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.014 1 0.989 -0.8 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.074 1 0.949 -0.91 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.21 1 0.902 -0.955 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.289 1 0.839 -0.985 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.765 0.998 0.992 -0.811 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.317 1 -0.265 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.827 0.486 -0.167 -1 -1 -1 -1 -1 -1
"229" -1 -1 -1 -1 -1 -0.901 0.78 0.06 -0.951 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.076 1 1 0.6 -0.771 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.526 1 1 1 0.055 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.998 -0.029 1 1 0.835 -0.942 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.954 0.812 1 0.999 -0.546 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.968 0.763 1 1 -0.373 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.912 0.865 1 1 -0.366 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.988 0.658 1 1 -0.082 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.948 0.776 1 0.986 -0.282 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.77 0.868 1 0.933 -0.83 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.087 1 1 0.501 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.246 1 1 0.342 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.92 0.602 1 1 -0.094 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.846 0.908 1 1 -0.142 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.962 0.795 1 0.992 -0.515 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.368 0.92 0.307 -0.985 -1 -1 -1 -1 -1 -1
