"","deny","pirat","hirat","lvrat","phist","unemp","selfemp","insurance","condomin","afam","single","hschool"
"66",0,0.285,0.26,0.65,0,3.90000009536743,1,0,0,1,0,1
"67",0,0.365,0.24,0.940397350993378,0,3.09999990463257,0,0,0,0,0,1
"68",0,0.337000007629395,0.313999996185303,0.425531914893617,0,3.20000004768372,0,0,0,0,0,1
"69",0,0.35,0.27,0.678571428571429,0,3.20000004768372,0,0,1,0,1,1
"70",0,0.352000007629395,0.288999996185303,0.884615384615385,0,3.20000004768372,0,0,1,0,1,1
"71",0,0.35,0.28,0.939189189189189,0,3.20000004768372,0,0,0,0,0,1
"72",0,0.344000015258789,0.251000003814697,0.902439024390244,0,3.09999990463257,0,0,0,0,0,1
"73",0,0.28,0.28,0.738255033557047,0,3.20000004768372,0,0,0,0,1,1
"74",0,0.377999992370605,0.225,0.899470899470899,0,4.30000019073486,0,0,0,0,0,1
"75",0,0.257999992370605,0.193999996185303,0.677966101694915,0,5.30000019073486,0,0,0,0,0,1
"76",0,0.217999992370605,0.0819999980926514,0.802197802197802,0,10.6000003814697,1,0,0,0,0,1
"77",0,0.23,0.17,0.553072625698324,0,3.09999990463257,0,0,0,0,0,1
"78",0,0.285,0.285,0.651567944250871,0,3.20000004768372,0,0,0,0,0,1
"79",1,0.265,0.265,0.835164835164835,1,4.30000019073486,0,1,0,0,0,1
"80",0,0.36,0.24,0.784313725490196,0,5.30000019073486,0,0,1,0,1,1
"81",0,0.272000007629395,0.27,0.666666666666667,0,2,0,0,0,0,0,1
"82",0,0.36,0.22,0.801136363636364,0,3.20000004768372,1,0,1,0,1,1
"83",1,0.31,0.31,0.882352941176471,0,3.20000004768372,0,0,0,1,0,1
"84",1,0.359000015258789,0.288999996185303,0.902985074626866,0,4.30000019073486,0,0,0,0,1,1
"85",0,0.397000007629395,0.243999996185303,0.660377358490566,0,3.20000004768372,0,0,0,0,0,1
"86",0,0.34,0.26,0.746753246753247,0,10.6000003814697,1,0,0,0,0,1
"87",1,0.218999996185303,0.212999992370605,0.767676767676768,0,4.30000019073486,0,0,0,1,0,1
"88",0,0.32,0.32,0.85,0,4.30000019073486,0,0,0,0,1,1
"89",0,0.32,0.24,0.948148148148148,0,4.30000019073486,0,0,0,0,0,1
"90",0,0.28,0.28,0.434782608695652,0,2,0,0,0,0,1,1
"91",1,0.387999992370605,0.32,0.888111888111888,0,2,0,0,0,1,0,1
"92",0,0.25,0.18,0.782608695652174,0,3.20000004768372,0,0,1,0,1,1
"93",0,0.34,0.25,0.8,0,10.6000003814697,0,0,0,0,0,1
"94",0,0.32,0.22,0.730593607305936,0,3.20000004768372,0,0,0,0,1,1
"95",0,0.312000007629395,0.256000003814697,0.792207792207792,0,1.79999995231628,1,0,0,0,0,1
"96",0,0.33,0.31,0.580246913580247,0,4.30000019073486,0,0,1,0,1,1
"97",0,0.32,0.31,0.636363636363636,0,3.20000004768372,0,0,0,0,0,1
"98",0,0.38,0.3,0.876470588235294,0,10.6000003814697,0,0,0,0,0,1
"99",0,0.32,0.2,0.796992481203007,0,2,0,0,0,0,0,1
"100",0,0.23,0.22,0.922222222222222,0,4.30000019073486,0,0,0,0,0,1
"101",0,0.27,0.27,0.751269035532995,0,4.30000019073486,0,0,0,0,0,1
"102",0,0.313999996185303,0.313999996185303,0.666666666666667,0,1.79999995231628,0,0,0,0,1,1
"103",0,0.35,0.23,0.851851851851852,0,3.90000009536743,0,0,0,0,1,1
"104",0,0.32,0.27,0.743362831858407,0,3.20000004768372,1,0,0,0,1,1
"105",0,0.357999992370605,0.101999998092651,0.8,0,3.90000009536743,0,0,0,0,0,1
"106",1,0.35,0.33,0.9296875,0,3.90000009536743,0,1,0,0,1,1
"107",0,0.34,0.24,0.922535211267606,0,3.09999990463257,0,0,0,0,0,1
"108",0,0.31,0.22,0.8,0,10.6000003814697,1,0,0,0,1,1
"109",0,0.29,0.21,0.703225806451613,0,3.09999990463257,0,0,0,0,0,1
"110",1,0.61,0.39,0.555555555555556,0,10.6000003814697,0,0,0,0,0,1
"111",0,0.262999992370605,0.226000003814697,0.625407166123778,0,3.20000004768372,0,0,0,0,0,1
"112",0,0.262000007629395,0.257999992370605,0.687022900763359,0,4.30000019073486,0,0,0,0,1,1
"113",0,0.36,0.288999996185303,0.7875,0,3.20000004768372,0,0,0,0,0,1
"114",1,0.46,0.31,1.10555555555556,0,4.30000019073486,1,0,0,0,1,1
"115",0,0.305,0.217999992370605,0.666666666666667,0,3.20000004768372,0,0,0,0,0,1
"116",0,0.384000015258789,0.28,0.506666666666667,0,3.90000009536743,0,0,0,0,1,1
"117",0,0.263999996185303,0.215,0.788177339901478,0,10.6000003814697,1,0,0,0,0,1
"118",0,0.33,0.308999996185303,0.302325581395349,0,3.20000004768372,0,0,0,0,0,1
"119",1,0.47,0.31,0.89261744966443,0,3.20000004768372,1,0,0,1,1,1
"120",0,0.19,0.18,0.738888888888889,0,1.79999995231628,0,0,0,0,0,1
"121",0,0.3,0.3,0.894736842105263,0,4.30000019073486,0,0,0,0,1,1
"122",0,0.36,0.26,0.738636363636364,0,3.90000009536743,0,0,0,0,0,1
"123",0,0.33,0.26,0.7,0,3.90000009536743,0,0,0,0,1,1
"124",0,0.23,0.23,0.736842105263158,0,3.09999990463257,0,0,1,0,1,1
"125",0,0.41,0.34,0.8,0,3.20000004768372,0,0,0,0,0,1
"126",0,0.36,0.3,0.950617283950617,0,1.79999995231628,0,0,0,0,0,1
"127",1,0.41,0.33,0.694594594594595,0,1.79999995231628,0,0,0,0,0,1
"128",0,0.33,0.33,0.681818181818182,0,5.30000019073486,0,0,0,0,0,1
"129",1,0.29,0.29,0.571428571428571,1,1.79999995231628,0,0,1,0,1,1
"130",0,0.41,0.28,0.786786786786787,0,3.09999990463257,0,0,0,0,0,1
"131",0,0.33,0.28,0.897872340425532,0,3.59999990463257,0,0,0,0,0,1
"132",0,0.23,0.19,0.889175257731959,0,3.20000004768372,0,0,0,0,0,1
"133",0,0.39,0.34,0.717037037037037,0,3.20000004768372,1,0,0,0,0,1
"134",0,0.39,0.15,0.798469387755102,0,3.20000004768372,1,0,0,0,0,1
"135",0,0.27,0.24,0.8,0,3.20000004768372,0,0,0,0,0,1
"136",0,0.384000015258789,0.141999998092651,0.8,0,4.30000019073486,1,0,1,0,1,1
"137",0,0.382000007629395,0.277000007629395,0.804123711340206,0,3.90000009536743,0,0,1,1,1,1
"138",0,0.37,0.261000003814697,0.58130081300813,0,3.20000004768372,0,0,0,0,0,1
"139",0,0.325,0.322999992370605,0.781914893617021,0,3.20000004768372,0,0,1,0,1,1
"140",0,0.397999992370605,0.357999992370605,0.642857142857143,0,3.20000004768372,0,0,0,0,1,1
"141",0,0.395,0.306000003814697,0.8,0,3.20000004768372,0,0,1,0,1,1
"142",0,0.407000007629395,0.337000007629395,0.748936170212766,0,3.20000004768372,0,0,1,0,1,1
"143",0,0.301000003814697,0.198999996185303,0.779069767441861,0,1.79999995231628,0,0,1,0,1,1
"144",0,0.365,0.317999992370605,0.9,0,3.20000004768372,0,0,0,0,1,1
"145",0,0.266000003814697,0.257000007629395,0.797752808988764,0,3.20000004768372,0,0,1,0,1,1
"146",0,0.267999992370605,0.242000007629395,0.894736842105263,0,3.20000004768372,0,0,1,0,0,1
"147",0,0.268999996185303,0.226000003814697,0.798780487804878,0,3.90000009536743,0,0,1,0,0,1
"148",0,0.409000015258789,0.315,0.88785046728972,0,3.20000004768372,0,0,0,1,1,1
"149",0,0.307999992370605,0.28,0.581395348837209,0,3.20000004768372,0,0,0,0,0,1
"150",0,0.311000003814697,0.311000003814697,0.666666666666667,0,3.20000004768372,0,0,1,0,1,1
"151",0,0.36,0.3,0.862745098039216,0,1.79999995231628,0,0,1,1,0,1
"152",0,0.39,0.31,0.813333333333333,0,3.20000004768372,0,0,0,0,0,1
"153",0,0.32,0.32,0.732307692307692,0,3.20000004768372,0,0,0,0,0,1
"154",0,0.18,0.16,0.314814814814815,0,5.30000019073486,0,0,0,0,0,1
"155",0,0.34,0.27,0.379807692307692,0,1.79999995231628,0,0,0,0,0,1
"156",0,0.327999992370605,0.327999992370605,0.868965517241379,0,3.09999990463257,0,0,1,1,1,1
"157",1,0.383800010681152,0.289400005340576,0.987951807228916,0,3.20000004768372,0,0,1,1,1,1
"158",0,0.337999992370605,0.252999992370605,0.9,0,3.20000004768372,0,0,1,1,0,1
"159",0,0.281000003814697,0.271000003814697,0.4675,0,3.20000004768372,0,0,0,0,0,1
"160",1,0.392299995422363,0.333800010681152,0.902255639097744,1,4.30000019073486,0,0,1,1,1,1
"161",0,0.362999992370605,0.208999996185303,0.471380471380471,0,3.20000004768372,0,0,0,0,0,1
"162",0,0.245799999237061,0.230799999237061,0.311111111111111,0,2,0,0,0,0,0,1
"163",0,0.382099990844727,0.330900001525879,0.797297297297297,0,3.20000004768372,0,0,0,0,0,1
"164",0,0.32,0.28,0.65,0,2,0,0,0,0,0,1
"165",0,0.286000003814697,0.255,0.65,0,2,0,0,1,1,0,1
"166",0,0.266000003814697,0.21,0.555555555555556,0,1.79999995231628,0,0,0,0,1,1
"167",0,0.315,0.287000007629395,0.901315789473684,0,3.20000004768372,0,0,0,1,0,1
"168",0,0.304699993133545,0.238999996185303,0.478260869565217,0,3.59999990463257,0,0,0,1,1,1
"169",0,0.337999992370605,0.292000007629395,0.902857142857143,0,3.20000004768372,0,0,0,0,1,1
"170",0,0.365999984741211,0.272999992370605,0.651785714285714,0,3.20000004768372,0,0,1,0,1,1
"171",0,0.370999984741211,0.245,0.593220338983051,0,3.20000004768372,1,0,1,1,0,1
"172",0,0.380999984741211,0.318999996185303,0.315581854043393,0,3.59999990463257,0,0,0,0,0,1
"173",0,0.35,0.31,0.898550724637681,0,3.90000009536743,0,0,1,1,1,1
"174",0,0.34,0.29,0.952380952380952,0,5.30000019073486,0,0,0,1,0,1
"175",0,0.265200004577637,0.2125,0.891089108910891,0,3.59999990463257,0,0,0,0,0,1
"176",0,0.35,0.26,0.9,0,3.20000004768372,0,0,0,0,1,1
"177",1,0.39,0.26,0.902255639097744,0,3.20000004768372,0,0,1,1,1,1
"178",1,0.39,0.24,0.779661016949153,0,4.30000019073486,1,0,0,0,1,1
"179",0,0.3,0.17,0.402173913043478,0,3.09999990463257,0,0,0,0,0,1
"180",0,0.29,0.29,0.709090909090909,0,1.79999995231628,0,0,0,0,0,1
"181",0,0.35,0.34,0.801484230055659,0,3.59999990463257,0,0,1,0,0,1
"182",0,0.39,0.27,0.833333333333333,0,2,0,0,0,0,1,1
"183",0,0.36,0.28,0.903703703703704,0,3.90000009536743,0,0,0,1,1,1
"184",0,0.26,0.26,0.736111111111111,0,1.79999995231628,0,0,1,0,1,1
"185",0,0.36,0.23,0.7421875,0,3.20000004768372,0,0,1,0,1,1
"186",0,0.27,0.22,0.774011299435028,0,3.90000009536743,0,0,0,0,0,1
"187",0,0.357000007629395,0.2,0.8,0,3.09999990463257,0,0,1,0,1,1
"188",0,0.3,0.197000007629395,0.883495145631068,0,3.09999990463257,0,0,1,1,0,1
"189",0,0.39,0.29,0.905660377358491,0,2,0,0,1,1,0,1
"190",0,0.31,0.3,0.897959183673469,0,1.79999995231628,0,0,0,0,0,1
"191",1,0.43,0.21,0.5625,0,3.20000004768372,1,0,1,0,0,1
"192",1,0.4,0.26,0.531468531468531,1,3.20000004768372,0,1,0,1,0,1
"193",0,0.34,0.23,0.883928571428571,0,3.09999990463257,0,0,0,1,1,1
"194",1,0.405999984741211,0.405999984741211,0.898305084745763,0,3.59999990463257,1,0,0,0,0,1
"195",1,0.23,0.13,0.338164251207729,0,3.59999990463257,0,0,0,0,0,1
"196",1,0.73,0.37,0.456273764258555,0,3.20000004768372,1,0,0,0,1,1
"197",0,0.38,0.35,0.577235772357724,0,2,0,0,1,1,1,1
"198",0,0.382999992370605,0.360900001525879,0.608,0,3.09999990463257,0,0,1,1,1,1
"199",0,0.32,0.221000003814697,0.897196261682243,0,10.6000003814697,0,0,1,0,0,0
"200",0,0.292999992370605,0.25,0.852173913043478,0,3.90000009536743,0,0,0,0,0,1
"201",0,0.240300006866455,0.235,0.256410256410256,0,1.79999995231628,0,0,1,0,1,1
"202",0,0.193999996185303,0.115,0.727777777777778,0,3.20000004768372,0,0,1,0,1,1
"203",0,0.293999996185303,0.258999996185303,0.573770491803279,0,1.79999995231628,0,0,1,1,1,1
"204",0,0.382000007629395,0.268999996185303,0.608,0,3.20000004768372,0,0,1,1,1,1
"205",0,0.379799995422363,0.279599990844727,0.608,0,3.20000004768372,1,0,1,1,1,1
"206",0,0.335900001525879,0.219400005340576,0.809859154929577,0,3.20000004768372,0,0,0,1,0,1
"207",0,0.390299987792969,0.277199993133545,0.608,0,3.90000009536743,0,0,1,1,1,1
"208",0,0.392799987792969,0.303799991607666,0.8,0,3.90000009536743,0,0,1,1,1,1
"209",0,0.28,0.28,0.826086956521739,0,3.59999990463257,0,0,0,0,0,1
"210",0,0.31,0.26,0.896825396825397,0,3.59999990463257,0,0,0,0,0,1
"211",0,0.384099998474121,0.209099998474121,0.8,0,3.59999990463257,1,0,1,0,1,1
"212",0,0.334000015258789,0.286000003814697,0.889655172413793,0,3.90000009536743,0,0,0,1,1,1
"213",0,0.29,0.26,0.89247311827957,0,3.90000009536743,0,0,1,1,1,1
"214",0,0.330900001525879,0.300499992370605,0.745762711864407,0,1.79999995231628,0,0,1,0,1,1
"215",0,0.33689998626709,0.321399993896484,0.933333333333333,0,2,0,0,0,1,1,1
"216",0,0.342299995422363,0.313999996185303,0.861244019138756,0,10.6000003814697,0,0,0,0,0,0
"217",1,0.302700004577637,0.257700004577637,0.954545454545455,0,3.90000009536743,0,0,0,1,1,1
"218",0,0.319099998474121,0.265200004577637,0.792452830188679,0,3.09999990463257,0,0,1,0,0,1
"219",0,0.246299991607666,0.211000003814697,0.688073394495413,0,4.30000019073486,0,0,1,0,0,1
"220",0,0.286000003814697,0.252700004577637,0.753488372093023,0,10.6000003814697,1,0,0,0,0,1
"221",0,0.27,0.27,0.797872340425532,0,3.20000004768372,0,0,0,0,1,1
"222",0,0.282000007629395,0.251200008392334,0.9,0,4.30000019073486,1,0,0,0,1,1
"223",0,0.32439998626709,0.291800003051758,0.564796905222437,0,1.79999995231628,1,0,1,0,1,1
"224",0,0.347999992370605,0.188899993896484,0.737967914438503,0,3.90000009536743,1,0,0,0,0,1
"225",0,0.296000003814697,0.296000003814697,0.479233226837061,0,1.79999995231628,0,0,1,0,1,1
"226",0,0.319799995422363,0.262700004577637,0.532258064516129,0,3.20000004768372,0,0,0,0,0,0
"227",0,0.400099983215332,0.278799991607666,0.407843137254902,0,3.20000004768372,1,0,0,0,1,1
"228",0,0.276299991607666,0.254400005340576,0.748502994011976,0,2,0,0,0,0,0,1
"229",0,0.352400016784668,0.289899997711182,0.748091603053435,0,3.90000009536743,0,0,0,0,1,1
"230",0,0.123800001144409,0.121800003051758,0.693069306930693,0,1.79999995231628,0,0,0,0,0,1
"231",0,0.34,0.27,1.90833333333333,0,3.09999990463257,0,0,1,0,1,1
"232",0,0.211599998474121,0.181800003051758,0.516129032258065,0,10.6000003814697,1,0,0,0,0,1
"233",0,0.282600002288818,0.275200004577637,0.471177944862155,0,1.79999995231628,0,0,0,0,0,1
"234",0,0.288999996185303,0.284599990844727,0.740740740740741,0,3.20000004768372,0,0,0,0,0,1
"235",0,0.3,0.25,0.771276595744681,0,10.6000003814697,0,0,0,0,0,1
"236",0,0.36,0.28,0.735930735930736,0,3.09999990463257,0,0,0,0,0,1
"237",0,0.32,0.27,0.564102564102564,0,3.90000009536743,0,0,0,0,0,1
"238",1,0.32,0.32,0.6875,0,3.20000004768372,0,0,0,0,0,1
"239",0,0.26,0.2,0.735714285714286,0,3.20000004768372,0,0,0,0,0,1
"240",0,0.26,0.21,0.707547169811321,0,3.59999990463257,0,0,0,0,0,1
"241",1,0.32,0.26,0.794444444444444,0,1.79999995231628,1,0,1,0,1,1
"242",0,0.42,0.33,0.8,1,3.20000004768372,0,0,0,1,1,1
"243",0,0.34,0.33,0.643410852713178,0,1.79999995231628,0,0,1,0,1,1
"244",0,0.37,0.34,0.877551020408163,0,3.09999990463257,0,0,0,0,0,1
"245",0,0.29,0.28,0.592592592592593,0,2,0,0,0,0,1,1
"246",0,0.35,0.31,0.72,0,1.79999995231628,0,0,0,0,1,1
"247",0,0.4,0.27,0.8,0,4.30000019073486,0,0,1,0,1,1
"248",0,0.36,0.3,0.926315789473684,0,3.20000004768372,0,0,1,0,1,1
"249",0,0.38,0.27,0.704545454545455,0,3.90000009536743,0,0,0,0,0,1
"250",0,0.37,0.26,0.577777777777778,0,2,0,0,0,0,0,1
"251",0,0.41,0.23,0.705660377358491,0,1.79999995231628,0,0,0,0,1,1
"252",0,0.32,0.31,0.277777777777778,0,3.20000004768372,0,0,1,0,1,1
"253",0,0.33,0.26,0.946236559139785,0,4.30000019073486,0,0,0,0,0,1
"254",0,0.33,0.26,0.817647058823529,0,10.6000003814697,0,0,0,0,0,1
"255",0,0.29,0.21,0.3125,0,3.20000004768372,0,0,0,0,1,1
"256",0,0.37,0.11,0.340909090909091,0,3.20000004768372,1,0,0,0,1,1
"257",0,0.36,0.2,0.898809523809524,1,5.30000019073486,0,0,0,0,1,1
"258",0,0.37,0.3,0.764705882352941,0,3.59999990463257,0,0,0,0,0,1
"259",0,0.3,0.3,0.529411764705882,0,5.30000019073486,0,0,0,0,1,1
"260",0,0.34,0.34,0.811764705882353,0,3.59999990463257,0,0,0,0,0,1
"261",0,0.42,0.26,0.75,0,3.20000004768372,1,0,0,0,0,1
"262",0,0.2,0.08,0.111111111111111,0,3.20000004768372,0,0,1,0,0,1
"263",0,0.3,0.29,0.533333333333333,0,3.09999990463257,0,0,0,0,0,1
"264",0,0.38,0.27,0.934375,0,3.20000004768372,0,0,0,0,0,1
"265",0,0.34,0.31,0.921212121212121,0,5.30000019073486,0,0,0,0,1,1
"266",0,0.29,0.26,0.667857142857143,0,4.30000019073486,1,0,0,0,0,1
"267",0,0.32,0.29,0.916666666666667,0,3.09999990463257,0,0,0,0,0,1
"268",0,0.36,0.3,0.94375,0,3.20000004768372,0,0,0,0,0,1
"269",0,0.41,0.3,0.652173913043478,0,3.20000004768372,0,0,0,0,0,1
"270",0,0.32,0.28,0.474452554744526,0,1.79999995231628,0,0,1,0,1,1
"271",0,0.38,0.31,0.824,0,10.6000003814697,0,0,0,1,0,1
"272",0,0.2,0.04,0.485074626865672,0,3.59999990463257,0,0,1,0,1,1
"273",0,0.28,0.22,0.923076923076923,0,3.09999990463257,0,0,0,0,1,1
"274",0,0.25,0.25,0.555555555555556,0,3.09999990463257,0,0,0,0,0,1
"275",0,0.29,0.28,0.575384615384615,0,3.20000004768372,0,0,0,0,0,1
"276",1,0.49,0.37,0.915584415584416,0,3.20000004768372,0,0,0,0,1,1
"277",0,0.33,0.24,0.889473684210526,0,3.09999990463257,0,0,0,0,0,1
"278",0,0.45,0.21,0.801587301587302,0,3.09999990463257,0,0,0,0,0,1
"279",1,0.41,0.35,0.92258064516129,0,4.30000019073486,0,1,0,0,1,1
"280",0,0.35,0.28,0.838709677419355,0,3.09999990463257,0,0,0,0,0,1
"281",0,0.35,0.3,0.350877192982456,0,3.90000009536743,0,0,0,0,0,1
"282",0,0.08,0.07,0.732984293193717,0,3.90000009536743,1,0,0,0,0,1
"283",0,0.25,0.25,0.503703703703704,0,4.30000019073486,0,0,0,0,1,1
"284",0,0.48,0.15,0.726666666666667,0,4.30000019073486,0,0,0,0,0,1
"285",0,0.36,0.01,1.46511627906977,0,1.79999995231628,1,0,1,0,0,1
"286",0,0.32,0.31,0.840579710144927,0,10.6000003814697,0,0,0,0,0,1
"287",0,0.27,0.2,0.843881856540084,0,10.6000003814697,0,0,0,0,0,1
"288",0,0.34,0.27,0.793103448275862,0,3.20000004768372,0,0,0,0,0,1
"289",0,0.33,0.3,0.784671532846715,1,3.20000004768372,0,0,0,0,1,1
"290",0,0.28,0.33,0.628571428571429,1,3.20000004768372,0,0,0,0,0,1
"291",0,0.34,0.26,0.898876404494382,0,3.20000004768372,0,0,0,0,0,1
"292",0,0.37,0.36,0.756164383561644,0,3.20000004768372,0,0,0,0,1,1
"293",0,0.3,0.26,0.734567901234568,0,3.20000004768372,0,0,0,0,1,1
"294",0,0.36,0.33,0.688775510204082,0,1.79999995231628,0,0,0,0,0,1
"295",0,0.355099983215332,0.199799995422363,0.501432664756447,0,3.59999990463257,1,0,0,0,0,1
"296",0,0.25,0.19,0.731428571428571,0,3.20000004768372,1,0,0,0,1,1
"297",0,0.14,0.13,0.34965034965035,0,1.79999995231628,0,0,0,0,0,1
"298",0,0.44,0.2,0.416666666666667,0,10.6000003814697,1,0,1,0,0,1
"299",0,0.45,0.3,1.14814814814815,0,3.20000004768372,0,0,0,0,0,1
"300",0,0.37,0.26,0.802469135802469,0,10.6000003814697,1,0,0,0,0,1
"301",0,0.34,0.3,0.797402597402597,0,4.30000019073486,0,0,0,0,0,1
"302",0,0.270400009155273,0.1675,0.78698224852071,0,3.09999990463257,0,0,1,0,0,1
"303",0,0.23,0.23,0.635359116022099,0,5.30000019073486,0,0,0,0,0,1
"304",0,0.34,0.29,0.946564885496183,0,3.20000004768372,0,0,0,0,1,1
"305",0,0.33,0.26,0.727891156462585,0,5.30000019073486,0,0,0,0,1,1
"306",0,0.375,0.269699993133545,0.785714285714286,0,3.20000004768372,0,0,0,0,1,1
"307",0,0.335699996948242,0.324599990844727,0.773684210526316,0,2,0,0,0,0,0,1
"308",0,0.277900009155273,0.000850000008940697,0.628571428571429,0,3.20000004768372,0,0,0,0,0,1
"309",0,0.41,0.12,0.488888888888889,0,3.59999990463257,0,0,0,0,0,1
"310",0,0.362900009155273,0.301499996185303,0.516666666666667,0,3.20000004768372,0,0,0,0,0,1
"311",0,0.308799991607666,0.225599994659424,0.782352941176471,0,3.09999990463257,0,0,0,0,0,1
"312",0,0.365999984741211,0.282000007629395,0.718518518518519,0,4.30000019073486,0,0,0,0,0,1
